Time,Venue,Code,RaceNo,RunnerNo,RunnerName,Type,Market,Bookie,Odds,Result
6/20/2025 18:05,murray bridge,Greyhounds,9,6,ASTON ZINGARA,CASH,Fixed Win,TAB,2.1,Success
6/20/2025 18:04,newcastle,Harness,3,5,AMERICAN WEREWOLF,CASH,Fixed Win,TAB,11,Success
6/20/2025 18:01,q1 lakeside,Greyhounds,10,8,SWEET LADETTE,CASH,Fixed Win,Tabtouch,2.4,Error
6/20/2025 18:01,q1 lakeside,Greyhounds,10,8,SWEET LADETTE,CASH,Fixed Win,TAB,2.4,Error
6/20/2025 18:01,q1 lakeside,Greyhounds,10,8,SWEET LADETTE,CASH,Fixed Win,Betr,2.5,Success
6/20/2025 17:59,q1 lakeside,Greyhounds,10,8,SWEET LADETTE,CASH,Fixed Win,Sportsbet,2.7,Success
6/20/2025 17:57,newcastle,Harness,3,4,DANCE WITH CARMER,CASH,Fixed Win,Tabtouch,2.45,Error
6/20/2025 17:57,newcastle,Harness,3,4,DANCE WITH CARMER,CASH,Fixed Win,TAB,2.4,Error
6/20/2025 17:57,newcastle,Harness,3,4,DANCE WITH CARMER,CASH,Fixed Win,Sportsbet,2.5,Success
6/20/2025 17:57,newcastle,Harness,3,4,DANCE WITH CARMER,CASH,Fixed Win,BetRight,2.35,Error
6/20/2025 17:57,newcastle,Harness,3,4,DANCE WITH CARMER,CASH,Fixed Win,Betr,2.5,Success
6/20/2025 17:55,mildura,Harness,10,11,DEE ROE,CASH,Fixed Win,Tabtouch,1.36,Success
6/20/2025 17:46,redcliffe,Harness,2,2,ROYAL WINKLE,CASH,Fixed Win,Tabtouch,15,Error
6/20/2025 17:46,redcliffe,Harness,2,2,ROYAL WINKLE,CASH,Fixed Win,Betr,15,Error
6/20/2025 17:44,redcliffe,Harness,2,3,HATTIES JEWEL,CASH,Fixed Win,TAB,5.5,Success
6/20/2025 17:43,redcliffe,Harness,2,2,ROYAL WINKLE,CASH,Fixed Win,TAB,19,Error
6/20/2025 17:43,redcliffe,Harness,2,3,HATTIES JEWEL,CASH,Fixed Win,Tabtouch,5,Success
6/20/2025 17:42,redcliffe,Harness,2,9,SII SEMPRE TILLY,CASH,Fixed Win,TAB,34,Error
6/20/2025 17:42,redcliffe,Harness,2,9,SII SEMPRE TILLY,CASH,Fixed Win,Sportsbet,34,Error
6/20/2025 17:42,redcliffe,Harness,2,9,SII SEMPRE TILLY,CASH,Fixed Win,Betr,29,Error
6/20/2025 17:41,redcliffe,Harness,2,3,HATTIES JEWEL,CASH,Fixed Win,Betr,4.8,Success
6/20/2025 17:39,melton,Harness,1,1,ALLWATFUNJINGLES,CASH,Fixed Win,Sportsbet,71,Error
6/20/2025 17:38,melton,Harness,1,1,ALLWATFUNJINGLES,CASH,Fixed Win,TAB,61,Error
6/20/2025 17:38,melton,Harness,1,1,ALLWATFUNJINGLES,CASH,Fixed Win,Betr,67,Error
6/20/2025 17:36,melton,Harness,1,9,SOVEREIGN TIGER,CASH,Fixed Win,Tabtouch,14,Error
6/20/2025 17:36,melton,Harness,1,9,SOVEREIGN TIGER,CASH,Fixed Win,TAB,14,Error
6/20/2025 17:36,melton,Harness,1,9,SOVEREIGN TIGER,CASH,Fixed Win,Sportsbet,15,Success
6/20/2025 17:36,melton,Harness,1,9,SOVEREIGN TIGER,CASH,Fixed Win,Betr,15,Error
6/20/2025 17:36,melton,Harness,1,9,SOVEREIGN TIGER,CASH,Fixed Win,BetRight,15,Error
6/20/2025 17:29,newcastle,Harness,2,4,BETTOR CHEER NZ,CASH,Fixed Win,TAB,8,Success
6/20/2025 17:28,newcastle,Harness,2,6,SPIRIT KING,CASH,Fixed Win,Tabtouch,7,Error
6/20/2025 17:28,newcastle,Harness,2,6,SPIRIT KING,CASH,Fixed Win,Sportsbet,8,Error
6/20/2025 17:28,newcastle,Harness,2,6,SPIRIT KING,CASH,Fixed Win,Betr,7.5,Error
6/20/2025 17:28,newcastle,Harness,2,2,NIFTY STUDLEIGH,CASH,Fixed Win,Sportsbet,14,Error
6/20/2025 17:28,newcastle,Harness,2,2,NIFTY STUDLEIGH,CASH,Fixed Win,Betr,14,Error
6/20/2025 17:27,newcastle,Harness,2,2,NIFTY STUDLEIGH,CASH,Fixed Win,TAB,16,Error
6/20/2025 17:27,newcastle,Harness,2,6,SPIRIT KING,CASH,Fixed Win,TAB,8,Error
6/20/2025 17:27,newcastle,Harness,2,6,SPIRIT KING,CASH,Fixed Win,BetRight,8,Error
6/20/2025 17:22,mildura,Harness,9,7,A ROCKNROLL JET,CASH,Fixed Win,TAB,41,Error
6/20/2025 17:21,mildura,Harness,9,12,MERRYWOOD PAUL,CASH,Fixed Win,Tabtouch,2.2,Error
6/20/2025 17:21,mildura,Harness,9,12,MERRYWOOD PAUL,CASH,Fixed Win,Sportsbet,2.2,Error
6/20/2025 17:21,mildura,Harness,9,12,MERRYWOOD PAUL,CASH,Fixed Win,Betr,2.15,Error
6/20/2025 17:19,mildura,Harness,9,5,STYLISH GEM,CASH,Fixed Win,Betr,26,Error
6/20/2025 17:19,mildura,Harness,9,5,STYLISH GEM,CASH,Fixed Win,TAB,34,Error
6/20/2025 17:19,mildura,Harness,9,5,STYLISH GEM,CASH,Fixed Win,Sportsbet,41,Success
6/20/2025 17:18,the gardens,Greyhounds,7,3,DREAMTIME DOLLY,CASH,Fixed Win,TAB,17,Error
6/20/2025 17:18,the gardens,Greyhounds,7,3,DREAMTIME DOLLY,CASH,Fixed Win,Sportsbet,17,Error
6/20/2025 17:18,the gardens,Greyhounds,7,3,DREAMTIME DOLLY,CASH,Fixed Win,BetRight,17,Error
6/20/2025 17:18,the gardens,Greyhounds,7,3,DREAMTIME DOLLY,CASH,Fixed Win,Betr,18,Error
6/20/2025 17:17,murray bridge,Greyhounds,7,4,NAUGHTY NORM,CASH,Fixed Win,Sportsbet,1.5,Success
6/20/2025 17:17,murray bridge,Greyhounds,7,4,NAUGHTY NORM,CASH,Fixed Win,BetRight,1.5,Success
6/20/2025 17:17,murray bridge,Greyhounds,7,4,NAUGHTY NORM,CASH,Fixed Win,Tabtouch,1.4,Error
6/20/2025 17:12,q1 lakeside,Greyhounds,7,3,RUMBLE TWISTER,CASH,Fixed Win,TAB,31,Error
6/20/2025 17:12,q1 lakeside,Greyhounds,7,3,RUMBLE TWISTER,CASH,Fixed Win,Sportsbet,31,Error
6/20/2025 17:09,q1 lakeside,Greyhounds,7,1,DYNAMIC ETHICS,CASH,Fixed Win,TAB,34,Success
6/20/2025 17:09,q1 lakeside,Greyhounds,7,1,DYNAMIC ETHICS,CASH,Fixed Win,Sportsbet,31,Error
6/20/2025 17:07,q1 lakeside,Greyhounds,7,2,CLEVERLY AVA,CASH,Fixed Win,Tabtouch,2.7,Success
6/20/2025 17:07,q1 lakeside,Greyhounds,7,2,CLEVERLY AVA,CASH,Fixed Win,TAB,2.6,Error
6/20/2025 17:07,q1 lakeside,Greyhounds,7,2,CLEVERLY AVA,CASH,Fixed Win,Betr,2.8,Success
6/20/2025 17:05,q1 lakeside,Greyhounds,7,2,CLEVERLY AVA,CASH,Fixed Win,Sportsbet,3.1,Success
6/20/2025 17:02,warragul,Greyhounds,7,6,GRAND CASSIAN,CASH,Fixed Win,Sportsbet,23,Error
6/20/2025 16:53,newcastle,Harness,1,5,NEXT TO ME NZ,CASH,Fixed Win,Tabtouch,9.5,Error
6/20/2025 16:53,newcastle,Harness,1,5,NEXT TO ME NZ,CASH,Fixed Win,Sportsbet,11,Success
6/20/2025 16:53,newcastle,Harness,1,5,NEXT TO ME NZ,CASH,Fixed Win,Betr,11,Success
6/20/2025 16:53,newcastle,Harness,1,5,NEXT TO ME NZ,CASH,Fixed Win,TAB,10,Error
6/20/2025 16:53,newcastle,Harness,1,4,LONGNWINDINGROAD,CASH,Fixed Win,BetRight,5.25,Error
6/20/2025 16:52,murray bridge,Greyhounds,5,8,SHINY PISTOL,CASH,Fixed Win,TAB,16,Success
6/20/2025 16:50,mildura,Harness,8,10,MASON DIXON LINE,CASH,Fixed Win,TAB,15,Error
6/20/2025 16:48,mildura,Harness,8,6,YAPPER,CASH,Fixed Win,TAB,9,Error
6/20/2025 16:48,mildura,Harness,8,4,KEAYANG MOROCCAN,CASH,Fixed Win,TAB,10,Error
6/20/2025 16:42,the gardens,Greyhounds,5,1,MY MOON SHADOW,CASH,Fixed Win,Sportsbet,5.5,Error
6/20/2025 16:41,murray bridge,Greyhounds,5,4,BINNAWAY MIRAGE,CASH,Fixed Win,Tabtouch,2.35,Success
6/20/2025 16:41,murray bridge,Greyhounds,5,4,BINNAWAY MIRAGE,CASH,Fixed Win,TAB,2.3,Success
6/20/2025 16:41,murray bridge,Greyhounds,5,4,BINNAWAY MIRAGE,CASH,Fixed Win,Sportsbet,2.35,Success
6/20/2025 16:41,murray bridge,Greyhounds,5,4,BINNAWAY MIRAGE,CASH,Fixed Win,Dabble,2.35,Error
6/20/2025 16:41,murray bridge,Greyhounds,5,4,BINNAWAY MIRAGE,CASH,Fixed Win,Betr,2.35,Success
6/20/2025 16:41,murray bridge,Greyhounds,5,4,BINNAWAY MIRAGE,CASH,Fixed Win,BetRight,2.21,Error
6/20/2025 16:39,wagga,Harness,8,6,DONEGAL LUTHER NZ,CASH,Fixed Win,TAB,2.6,Error
6/20/2025 16:38,wagga,Harness,8,6,DONEGAL LUTHER NZ,CASH,Fixed Win,BetRight,2.6,Error
6/20/2025 16:36,q1 lakeside,Greyhounds,5,4,MISTY RICO,CASH,Fixed Win,Dabble,4.8,Success
6/20/2025 16:36,q1 lakeside,Greyhounds,5,4,MISTY RICO,CASH,Fixed Win,TAB,4.6,Error
6/20/2025 16:35,wagga,Harness,8,4,CARLO GAMBINO NZ,CASH,Fixed Win,TAB,13,Error
6/20/2025 16:34,wagga,Harness,8,3,SKITTLE BOMB NZ,CASH,Fixed Win,TAB,19,Error
6/20/2025 16:24,q1 lakeside,Greyhounds,5,4,MISTY RICO,CASH,Fixed Win,Sportsbet,6,Success
6/20/2025 16:11,q1 lakeside,Greyhounds,4,3,DAINTREE TOMMY,CASH,Fixed Win,Tabtouch,16,Error
6/20/2025 16:11,q1 lakeside,Greyhounds,4,3,DAINTREE TOMMY,CASH,Fixed Win,TAB,16,Error
6/20/2025 16:11,q1 lakeside,Greyhounds,4,3,DAINTREE TOMMY,CASH,Fixed Win,Betr,17,Error
6/20/2025 16:11,q1 lakeside,Greyhounds,4,3,DAINTREE TOMMY,CASH,Fixed Win,Sportsbet,17,Error
6/20/2025 16:11,q1 lakeside,Greyhounds,4,3,DAINTREE TOMMY,CASH,Fixed Win,Dabble,19,Error
6/20/2025 16:06,murray bridge,Greyhounds,3,7,PRINCESS CORDITE,CASH,Fixed Win,Sportsbet,5,Error
6/20/2025 16:06,murray bridge,Greyhounds,3,7,PRINCESS CORDITE,CASH,Fixed Win,Dabble,5.5,Error
6/20/2025 16:06,murray bridge,Greyhounds,3,7,PRINCESS CORDITE,CASH,Fixed Win,BetRight,4.8,Error
6/20/2025 16:01,townsville,Greyhounds,12,4,NOBU LAD,CASH,Fixed Win,BetRight,19,Error
6/20/2025 15:48,wagga,Harness,7,4,BUSINESS IN HEAVEN,CASH,Fixed Win,Tabtouch,1.6,Success
6/20/2025 15:48,wagga,Harness,7,4,BUSINESS IN HEAVEN,CASH,Fixed Win,Dabble,1.55,Success
6/20/2025 15:48,wagga,Harness,7,4,BUSINESS IN HEAVEN,CASH,Fixed Win,Betr,1.55,Success
6/20/2025 15:46,goulburn,Greyhounds,11,3,PROMISES THREE,CASH,Fixed Win,Tabtouch,3.8,Error
6/20/2025 15:46,goulburn,Greyhounds,11,3,PROMISES THREE,CASH,Fixed Win,Dabble,3.8,Error
6/20/2025 15:46,goulburn,Greyhounds,11,3,PROMISES THREE,CASH,Fixed Win,Betr,3.8,Error
6/20/2025 15:46,goulburn,Greyhounds,11,3,PROMISES THREE,CASH,Fixed Win,TAB,3.9,Error
6/20/2025 15:46,goulburn,Greyhounds,11,3,PROMISES THREE,CASH,Fixed Win,BetRight,3.8,Error
6/20/2025 15:40,townsville,Greyhounds,11,4,HARA'S HOLLY,CASH,Fixed Win,Sportsbet,4.6,Error
6/20/2025 15:37,mildura,Harness,6,9,TO THE NINES,CASH,Fixed Win,Dabble,2.1,Error
6/20/2025 15:37,mildura,Harness,6,9,TO THE NINES,CASH,Fixed Win,Sportsbet,2.25,Error
6/20/2025 15:37,mildura,Harness,6,9,TO THE NINES,CASH,Fixed Win,Betr,2.25,Error
6/20/2025 15:36,mildura,Harness,6,9,TO THE NINES,CASH,Fixed Win,Tabtouch,2.35,Error
6/20/2025 15:28,murray bridge,Greyhounds,1,7,TILLEY SWAMP,CASH,Fixed Win,BetRight,1.7,Error
6/20/2025 15:28,murray bridge,Greyhounds,1,7,TILLEY SWAMP,CASH,Fixed Win,Tabtouch,1.75,Error
6/20/2025 15:28,murray bridge,Greyhounds,1,7,TILLEY SWAMP,CASH,Fixed Win,Betr,1.85,Error
6/20/2025 15:27,murray bridge,Greyhounds,1,7,TILLEY SWAMP,CASH,Fixed Win,TAB,1.9,Error
6/20/2025 15:27,murray bridge,Greyhounds,1,7,TILLEY SWAMP,CASH,Fixed Win,Sportsbet,1.75,Error
6/20/2025 15:27,murray bridge,Greyhounds,1,7,TILLEY SWAMP,CASH,Fixed Win,Dabble,1.9,Error
6/20/2025 15:24,warragul,Greyhounds,2,2,STANLEY STAFF,CASH,Fixed Win,TAB,10,Success
6/20/2025 15:24,warragul,Greyhounds,2,2,STANLEY STAFF,CASH,Fixed Win,Betr,9,Error
6/20/2025 15:23,warragul,Greyhounds,2,5,CRIMSON PIRATE,CASH,Fixed Win,TAB,6,Error
6/20/2025 15:23,warragul,Greyhounds,2,5,CRIMSON PIRATE,CASH,Fixed Win,Sportsbet,6,Error
6/20/2025 15:16,townsville,Greyhounds,10,4,GOLDEN SNITCH,CASH,Fixed Win,Sportsbet,9,Error
6/20/2025 15:11,the gardens,Greyhounds,1,7,BARB'S IRON DUKE,CASH,Fixed Win,BetRight,26,Error
6/20/2025 15:11,the gardens,Greyhounds,1,7,BARB'S IRON DUKE,CASH,Fixed Win,Betr,34,Success
6/20/2025 15:11,the gardens,Greyhounds,1,7,BARB'S IRON DUKE,CASH,Fixed Win,Dabble,34,Success
6/20/2025 15:11,the gardens,Greyhounds,1,5,NATURE BOY,CASH,Fixed Win,Tabtouch,5.5,Error
6/20/2025 15:11,the gardens,Greyhounds,1,5,NATURE BOY,CASH,Fixed Win,Sportsbet,6,Success
6/20/2025 15:11,the gardens,Greyhounds,1,5,NATURE BOY,CASH,Fixed Win,Dabble,6,Success
6/20/2025 15:11,the gardens,Greyhounds,1,7,BARB'S IRON DUKE,CASH,Fixed Win,TAB,34,Error
6/20/2025 15:04,warragul,Greyhounds,1,6,HELD FOR RANSOM,CASH,Fixed Win,Sportsbet,4.4,Error
6/20/2025 15:04,warragul,Greyhounds,1,6,HELD FOR RANSOM,CASH,Fixed Win,BetRight,4.2,Error
6/20/2025 15:04,warragul,Greyhounds,1,6,HELD FOR RANSOM,CASH,Fixed Win,Tabtouch,4.8,Error
6/20/2025 15:04,warragul,Greyhounds,1,6,HELD FOR RANSOM,CASH,Fixed Win,TAB,5,Success
6/20/2025 15:04,warragul,Greyhounds,1,6,HELD FOR RANSOM,CASH,Fixed Win,Dabble,4.8,Error
6/20/2025 15:04,warragul,Greyhounds,1,6,HELD FOR RANSOM,CASH,Fixed Win,Betr,4.8,Error
6/20/2025 15:00,mildura,Harness,5,4,CHEERS POVERTY,CASH,Fixed Win,TAB,5.5,Error
6/20/2025 15:00,mildura,Harness,5,4,CHEERS POVERTY,CASH,Fixed Win,Dabble,5.5,Error
6/20/2025 14:57,mildura,Harness,5,3,RONZEL MICKY,CASH,Fixed Win,Tabtouch,2.9,Error
6/20/2025 14:57,mildura,Harness,5,3,RONZEL MICKY,CASH,Fixed Win,TAB,2.9,Error
6/20/2025 14:57,mildura,Harness,5,3,RONZEL MICKY,CASH,Fixed Win,Sportsbet,3,Success
6/20/2025 14:57,mildura,Harness,5,3,RONZEL MICKY,CASH,Fixed Win,Dabble,2.85,Error
6/20/2025 14:57,mildura,Harness,5,3,RONZEL MICKY,CASH,Fixed Win,BetRight,2.8,Error
6/20/2025 14:57,mildura,Harness,5,3,RONZEL MICKY,CASH,Fixed Win,Betr,2.85,Error
6/20/2025 14:47,goulburn,Greyhounds,8,3,SAINT OMAGH,CASH,Fixed Win,Betr,1.5,Success
6/20/2025 14:46,goulburn,Greyhounds,8,3,SAINT OMAGH,CASH,Fixed Win,Tabtouch,1.45,Error
6/20/2025 14:46,goulburn,Greyhounds,8,3,SAINT OMAGH,CASH,Fixed Win,TAB,1.45,Error
6/20/2025 14:46,goulburn,Greyhounds,8,3,SAINT OMAGH,CASH,Fixed Win,BetRight,1.45,Error
6/20/2025 14:35,healesville,Greyhounds,12,4,ASSUME KEALY,CASH,Fixed Win,Tabtouch,5.5,Error
6/20/2025 14:35,healesville,Greyhounds,12,4,ASSUME KEALY,CASH,Fixed Win,TAB,4.6,Error
6/20/2025 14:35,healesville,Greyhounds,12,4,ASSUME KEALY,CASH,Fixed Win,Dabble,5.5,Error
6/20/2025 14:35,healesville,Greyhounds,12,4,ASSUME KEALY,CASH,Fixed Win,Betr,5.5,Error
6/20/2025 14:34,healesville,Greyhounds,12,4,ASSUME KEALY,CASH,Fixed Win,Sportsbet,5.5,Error
6/20/2025 14:24,goulburn,Greyhounds,7,5,DIG DEEP RUPEE,CASH,Fixed Win,Tabtouch,12,Error
6/20/2025 14:24,goulburn,Greyhounds,7,5,DIG DEEP RUPEE,CASH,Fixed Win,TAB,12,Error
6/20/2025 14:24,goulburn,Greyhounds,7,5,DIG DEEP RUPEE,CASH,Fixed Win,Dabble,13,Success
6/20/2025 14:24,goulburn,Greyhounds,7,5,DIG DEEP RUPEE,CASH,Fixed Win,Betr,11,Error
6/20/2025 14:23,goulburn,Greyhounds,7,5,DIG DEEP RUPEE,CASH,Fixed Win,Sportsbet,13,Error
6/20/2025 14:21,townsville,Greyhounds,7,6,CLASSIC EMGRAND,CASH,Fixed Win,BetRight,21,Error
6/20/2025 14:21,townsville,Greyhounds,7,5,CANYA KING SETI,CASH,Fixed Win,Sportsbet,2.3,Error
6/20/2025 14:16,mildura,Harness,4,8,FLAME BLASTER,CASH,Fixed Win,TAB,9.5,Error
6/20/2025 14:09,goulburn,Greyhounds,6,8,DIG DEEP INDY,CASH,Fixed Win,Tabtouch,11,Success
6/20/2025 14:09,goulburn,Greyhounds,6,8,DIG DEEP INDY,CASH,Fixed Win,Dabble,11,Success
6/20/2025 14:04,goulburn,Greyhounds,6,8,DIG DEEP INDY,CASH,Fixed Win,Sportsbet,13,Success
6/20/2025 14:03,goulburn,Greyhounds,6,3,CHARLI'S BEGONIA,CASH,Fixed Win,Sportsbet,3.9,Success
6/20/2025 14:01,wagga,Harness,4,3,MOP NZ,CASH,Fixed Win,TAB,13,Error
6/20/2025 13:44,mildura,Harness,3,3,CORZAN DRAMA,CASH,Fixed Win,TAB,26,Error
6/20/2025 13:44,mildura,Harness,3,3,CORZAN DRAMA,CASH,Fixed Win,Sportsbet,31,Error
6/20/2025 13:44,mildura,Harness,3,3,CORZAN DRAMA,CASH,Fixed Win,BetRight,26,Error
6/20/2025 13:44,mildura,Harness,3,3,CORZAN DRAMA,CASH,Fixed Win,Betr,26,Error
6/20/2025 13:33,healesville,Greyhounds,9,10,BULLSEYE BOB,CASH,Fixed Win,BetRight,10,Error
6/20/2025 13:33,healesville,Greyhounds,9,5,REDGUM WARS,CASH,Fixed Win,Tabtouch,2.15,Success
6/20/2025 13:33,healesville,Greyhounds,9,5,REDGUM WARS,CASH,Fixed Win,BetRight,1.95,Error
6/20/2025 13:33,healesville,Greyhounds,9,5,REDGUM WARS,CASH,Fixed Win,Sportsbet,2,Error
6/20/2025 13:33,healesville,Greyhounds,9,5,REDGUM WARS,CASH,Fixed Win,TAB,1.95,Error
6/20/2025 13:33,healesville,Greyhounds,9,5,REDGUM WARS,CASH,Fixed Win,Betr,2.15,Error
6/20/2025 13:33,healesville,Greyhounds,9,5,REDGUM WARS,CASH,Fixed Win,Dabble,2.15,Error
6/20/2025 13:30,townsville,Greyhounds,4,3,EVEN BACKWARDS,CASH,Fixed Win,Betr,14,Error
6/20/2025 13:29,townsville,Greyhounds,4,3,EVEN BACKWARDS,CASH,Fixed Win,TAB,13,Error
6/20/2025 13:28,townsville,Greyhounds,4,3,EVEN BACKWARDS,CASH,Fixed Win,Dabble,18,Success
6/20/2025 13:28,townsville,Greyhounds,4,3,EVEN BACKWARDS,CASH,Fixed Win,Sportsbet,19,Success
6/20/2025 13:20,goulburn,Greyhounds,4,6,BLOODLINE,CASH,Fixed Win,Tabtouch,19,Error
6/20/2025 13:20,goulburn,Greyhounds,4,6,BLOODLINE,CASH,Fixed Win,TAB,21,Success
6/20/2025 13:20,goulburn,Greyhounds,4,6,BLOODLINE,CASH,Fixed Win,Sportsbet,19,Error
6/20/2025 13:20,goulburn,Greyhounds,4,6,BLOODLINE,CASH,Fixed Win,Dabble,21,Success
6/20/2025 13:20,goulburn,Greyhounds,4,6,BLOODLINE,CASH,Fixed Win,Betr,21,Success
6/20/2025 13:15,healesville,Greyhounds,8,2,KING CHERRY,CASH,Fixed Win,Tabtouch,1.55,Error
6/20/2025 13:14,healesville,Greyhounds,8,2,KING CHERRY,CASH,Fixed Win,TAB,1.55,Error
6/20/2025 13:14,healesville,Greyhounds,8,2,KING CHERRY,CASH,Fixed Win,BetRight,1.55,Error
6/20/2025 13:11,healesville,Greyhounds,8,4,SPECIAL SIAN,CASH,Fixed Win,Sportsbet,13,Error
6/20/2025 13:11,healesville,Greyhounds,8,4,SPECIAL SIAN,CASH,Fixed Win,Dabble,15,Success
6/20/2025 13:11,healesville,Greyhounds,8,4,SPECIAL SIAN,CASH,Fixed Win,Betr,15,Success
6/20/2025 13:11,townsville,Greyhounds,3,3,KEWARRA BEACH,CASH,Fixed Win,Tabtouch,23,Error
6/20/2025 13:11,townsville,Greyhounds,3,3,KEWARRA BEACH,CASH,Fixed Win,Dabble,31,Success
6/20/2025 13:10,townsville,Greyhounds,3,3,KEWARRA BEACH,CASH,Fixed Win,Sportsbet,26,Error
6/20/2025 13:10,townsville,Greyhounds,3,3,KEWARRA BEACH,CASH,Fixed Win,TAB,31,Error
6/20/2025 13:10,townsville,Greyhounds,3,3,KEWARRA BEACH,CASH,Fixed Win,BetRight,26,Error
6/20/2025 13:10,townsville,Greyhounds,3,3,KEWARRA BEACH,CASH,Fixed Win,Betr,29,Error
6/20/2025 13:10,townsville,Greyhounds,3,4,HARA'S SERENA,CASH,Fixed Win,Tabtouch,6,Success
6/20/2025 13:10,townsville,Greyhounds,3,4,HARA'S SERENA,CASH,Fixed Win,BetRight,5.5,Error
6/20/2025 13:10,townsville,Greyhounds,3,2,FREDDY DODGE,CASH,Fixed Win,Tabtouch,6.5,Success
6/20/2025 13:10,townsville,Greyhounds,3,2,FREDDY DODGE,CASH,Fixed Win,Sportsbet,6.5,Success
6/20/2025 13:09,townsville,Greyhounds,3,2,FREDDY DODGE,CASH,Fixed Win,TAB,6,Error
6/20/2025 13:09,townsville,Greyhounds,3,2,FREDDY DODGE,CASH,Fixed Win,Dabble,6.5,Success
6/20/2025 13:09,townsville,Greyhounds,3,2,FREDDY DODGE,CASH,Fixed Win,Betr,6.5,Success
6/20/2025 13:09,townsville,Greyhounds,3,4,HARA'S SERENA,CASH,Fixed Win,TAB,5.5,Error
6/20/2025 13:09,townsville,Greyhounds,3,4,HARA'S SERENA,CASH,Fixed Win,Dabble,6.5,Success
6/20/2025 13:09,townsville,Greyhounds,3,4,HARA'S SERENA,CASH,Fixed Win,Betr,6.5,Success
6/20/2025 13:09,townsville,Greyhounds,3,4,HARA'S SERENA,CASH,Fixed Win,Sportsbet,6,Error
6/20/2025 13:08,healesville,Greyhounds,8,4,SPECIAL SIAN,CASH,Fixed Win,TAB,15,Error
6/20/2025 13:05,goulburn,Greyhounds,3,7,ROCKABYE BABY,CASH,Fixed Win,BetRight,5.25,Error
6/20/2025 13:05,goulburn,Greyhounds,3,7,ROCKABYE BABY,CASH,Fixed Win,Betr,5.5,Error
6/20/2025 13:05,goulburn,Greyhounds,3,7,ROCKABYE BABY,CASH,Fixed Win,Sportsbet,6,Error
6/20/2025 12:53,townsville,Greyhounds,2,2,DEMISTER,CASH,Fixed Win,Sportsbet,9,Success
6/20/2025 12:53,townsville,Greyhounds,2,2,DEMISTER,CASH,Fixed Win,TAB,8.5,Error
6/20/2025 12:52,wagga,Harness,2,6,REWATCH,CASH,Fixed Win,TAB,1.04,Error
6/20/2025 12:52,wagga,Harness,2,6,REWATCH,CASH,Fixed Win,BetRight,1.08,Error
6/20/2025 12:46,healesville,Greyhounds,7,5,SUPER SEALANT,CASH,Fixed Win,Betr,10,Success
6/20/2025 12:46,healesville,Greyhounds,7,4,ZINZAN HOLLY,CASH,Fixed Win,TAB,51,Error
6/20/2025 12:45,healesville,Greyhounds,7,3,JEWEL MAGIC,CASH,Fixed Win,TAB,3.8,Error
6/20/2025 12:45,healesville,Greyhounds,7,3,JEWEL MAGIC,CASH,Fixed Win,Sportsbet,3.7,Error
6/20/2025 12:45,healesville,Greyhounds,7,3,JEWEL MAGIC,CASH,Fixed Win,Dabble,3.6,Error
6/20/2025 12:45,healesville,Greyhounds,7,3,JEWEL MAGIC,CASH,Fixed Win,BetRight,3.7,Error
6/20/2025 12:45,healesville,Greyhounds,7,7,SILVER COIN,CASH,Fixed Win,TAB,11,Error
6/20/2025 12:45,healesville,Greyhounds,7,7,SILVER COIN,CASH,Fixed Win,Sportsbet,13,Error
6/20/2025 12:45,healesville,Greyhounds,7,7,SILVER COIN,CASH,Fixed Win,Dabble,13,Error
6/20/2025 12:42,healesville,Greyhounds,7,5,SUPER SEALANT,CASH,Fixed Win,TAB,12,Error
6/20/2025 12:42,healesville,Greyhounds,7,5,SUPER SEALANT,CASH,Fixed Win,Dabble,12,Success
