Time,Venue,Code,RaceNo,RunnerNo,RunnerName,Type,Market,Bookie,Odds,Result
6/19/2025 17:29,warragul,Greyhounds,10,8,HOOKED ON YUKI,CASH,Fixed Win,Tabtouch,2.8,Error
6/19/2025 17:29,warragul,Greyhounds,10,8,HOOKED ON YUKI,CASH,Fixed Win,PlayUp,3.2,Success
6/19/2025 17:29,warragul,Greyhounds,10,8,HOOKED ON YUKI,CASH,Fixed Win,Dabble,3.2,Success
6/19/2025 17:29,warragul,Greyhounds,10,8,HOOKED ON YUKI,CASH,Fixed Win,Betr,3.2,Success
6/19/2025 17:29,warragul,Greyhounds,10,8,HOOKED ON YUKI,CASH,Fixed Win,Sportsbet,3.3,Success
6/19/2025 17:23,kilmore,Harness,2,3,SCATTERSHOT,CASH,Fixed Win,Tabtouch,10,Success
6/19/2025 17:22,kilmore,Harness,2,3,SCATTERSHOT,CASH,Fixed Win,Dabble,10,Success
6/19/2025 17:22,kilmore,Harness,2,3,SCATTERSHOT,CASH,Fixed Win,Betr,10,Success
6/19/2025 17:21,kilmore,Harness,2,3,SCATTERSHOT,CASH,Fixed Win,TAB,11,Success
6/19/2025 17:21,kilmore,Harness,2,3,SCATTERSHOT,CASH,Fixed Win,Sportsbet,12,Success
6/19/2025 17:21,kilmore,Harness,2,3,SCATTERSHOT,CASH,Fixed Win,BetRight,10,Error
6/19/2025 17:16,redcliffe,Harness,7,5,BEV THE GOAT NZ,CASH,Fixed Win,TAB,17,Error
6/19/2025 17:16,redcliffe,Harness,7,5,BEV THE GOAT NZ,CASH,Fixed Win,BetRight,17,Error
6/19/2025 17:15,redcliffe,Harness,7,4,HASTY BID,CASH,Fixed Win,TAB,11,Error
6/19/2025 17:15,redcliffe,Harness,7,4,HASTY BID,CASH,Fixed Win,Tabtouch,10,Error
6/19/2025 17:14,redcliffe,Harness,7,4,HASTY BID,CASH,Fixed Win,Dabble,12,Success
6/19/2025 17:14,redcliffe,Harness,7,4,HASTY BID,CASH,Fixed Win,Betr,12,Success
6/19/2025 17:14,redcliffe,Harness,7,4,HASTY BID,CASH,Fixed Win,BetRight,12,Success
6/19/2025 17:14,redcliffe,Harness,7,4,HASTY BID,CASH,Fixed Win,Sportsbet,13,Success
6/19/2025 17:12,casino,Greyhounds,6,7,MCKEON,CASH,Fixed Win,BetRight,1.5,Error
6/19/2025 17:11,warragul,Greyhounds,9,7,RHOSWEN,CASH,Fixed Win,Tabtouch,3.6,Error
6/19/2025 17:10,warragul,Greyhounds,9,7,RHOSWEN,CASH,Fixed Win,TAB,3.7,Error
6/19/2025 17:10,warragul,Greyhounds,9,7,RHOSWEN,CASH,Fixed Win,Sportsbet,3.8,Error
6/19/2025 17:10,warragul,Greyhounds,9,7,RHOSWEN,CASH,Fixed Win,Dabble,4,Success
6/19/2025 17:10,warragul,Greyhounds,9,7,RHOSWEN,CASH,Fixed Win,Betr,3.8,Error
6/19/2025 17:10,warragul,Greyhounds,9,7,RHOSWEN,CASH,Fixed Win,PlayUp,4.2,Success
6/19/2025 17:10,casino,Greyhounds,6,7,MCKEON,CASH,Fixed Win,TAB,1.5,Success
6/19/2025 16:57,tamworth,Harness,7,8,RACING PAULA,CASH,Fixed Win,TAB,23,Success
6/19/2025 16:57,casino,Greyhounds,5,4,BOKARM RHONDA,CASH,Fixed Win,BetRight,12,Success
6/19/2025 16:56,tamworth,Harness,7,8,RACING PAULA,CASH,Fixed Win,BetRight,26,Success
6/19/2025 16:52,kilmore,Harness,1,10,BETTORSWEETVICTORY,CASH,Fixed Win,TAB,3.7,Error
6/19/2025 16:51,kilmore,Harness,1,3,VERY TEMPTING,CASH,Fixed Win,Tabtouch,14,Error
6/19/2025 16:51,kilmore,Harness,1,3,VERY TEMPTING,CASH,Fixed Win,TAB,13,Error
6/19/2025 16:50,warragul,Greyhounds,8,2,MIGHTY HERCULES,CASH,Fixed Win,Tabtouch,14,Error
6/19/2025 16:50,warragul,Greyhounds,8,2,MIGHTY HERCULES,CASH,Fixed Win,TAB,15,Success
6/19/2025 16:50,warragul,Greyhounds,8,2,MIGHTY HERCULES,CASH,Fixed Win,Sportsbet,14,Error
6/19/2025 16:50,warragul,Greyhounds,8,2,MIGHTY HERCULES,CASH,Fixed Win,Dabble,15,Success
6/19/2025 16:50,warragul,Greyhounds,8,2,MIGHTY HERCULES,CASH,Fixed Win,BetRight,15,Error
6/19/2025 16:50,warragul,Greyhounds,8,2,MIGHTY HERCULES,CASH,Fixed Win,Betr,15,Success
6/19/2025 16:49,kilmore,Harness,1,12,TOPHUT JOHNY,CASH,Fixed Win,Betr,4.8,Success
6/19/2025 16:49,kilmore,Harness,1,7,THE MAJORS GIRL,CASH,Fixed Win,Tabtouch,4.8,Error
6/19/2025 16:49,kilmore,Harness,1,7,THE MAJORS GIRL,CASH,Fixed Win,TAB,7,Success
6/19/2025 16:48,kilmore,Harness,1,12,TOPHUT JOHNY,CASH,Fixed Win,TAB,5,Success
6/19/2025 16:41,kilmore,Harness,1,3,VERY TEMPTING,CASH,Fixed Win,Sportsbet,19,Success
6/19/2025 16:41,kilmore,Harness,1,3,VERY TEMPTING,CASH,Fixed Win,Dabble,19,Success
6/19/2025 16:41,kilmore,Harness,1,3,VERY TEMPTING,CASH,Fixed Win,Betr,18,Success
6/19/2025 16:22,tamworth,Harness,6,9,THREEBUSHELSOFOATS,CASH,Fixed Win,Tabtouch,2.65,Error
6/19/2025 16:22,tamworth,Harness,6,9,THREEBUSHELSOFOATS,CASH,Fixed Win,Dabble,2.75,Error
6/19/2025 16:22,tamworth,Harness,6,9,THREEBUSHELSOFOATS,CASH,Fixed Win,BetRight,2.7,Error
6/19/2025 16:17,tamworth,Harness,6,5,ROCKET BOY,CASH,Fixed Win,Tabtouch,9,Error
6/19/2025 16:17,tamworth,Harness,6,5,ROCKET BOY,CASH,Fixed Win,TAB,9.5,Error
6/19/2025 16:17,tamworth,Harness,6,5,ROCKET BOY,CASH,Fixed Win,Sportsbet,10,Success
6/19/2025 16:17,tamworth,Harness,6,5,ROCKET BOY,CASH,Fixed Win,Dabble,8.5,Error
6/19/2025 16:17,tamworth,Harness,6,5,ROCKET BOY,CASH,Fixed Win,Betr,10,Success
6/19/2025 16:16,tamworth,Harness,6,4,RAINBOW JET,CASH,Fixed Win,Tabtouch,10,Error
6/19/2025 16:16,tamworth,Harness,6,4,RAINBOW JET,CASH,Fixed Win,TAB,12,Error
6/19/2025 16:16,tamworth,Harness,6,4,RAINBOW JET,CASH,Fixed Win,Sportsbet,14,Error
6/19/2025 16:16,tamworth,Harness,6,4,RAINBOW JET,CASH,Fixed Win,Dabble,14,Success
6/19/2025 16:16,tamworth,Harness,6,4,RAINBOW JET,CASH,Fixed Win,Betr,14,Error
6/19/2025 16:02,redcliffe,Harness,5,9,MAYWYNS KAREN,CASH,Fixed Win,Tabtouch,31,Error
6/19/2025 16:02,redcliffe,Harness,5,9,MAYWYNS KAREN,CASH,Fixed Win,Dabble,34,Success
6/19/2025 16:02,redcliffe,Harness,5,9,MAYWYNS KAREN,CASH,Fixed Win,Betr,34,Success
6/19/2025 15:59,redcliffe,Harness,5,7,ACCELERE NZ,CASH,Fixed Win,Tabtouch,4,Error
6/19/2025 15:59,redcliffe,Harness,5,7,ACCELERE NZ,CASH,Fixed Win,Dabble,4.4,Success
6/19/2025 15:59,redcliffe,Harness,5,7,ACCELERE NZ,CASH,Fixed Win,BetRight,4.4,Success
6/19/2025 15:59,redcliffe,Harness,5,7,ACCELERE NZ,CASH,Fixed Win,Betr,4.4,Error
6/19/2025 15:59,redcliffe,Harness,5,7,ACCELERE NZ,CASH,Fixed Win,Sportsbet,4.4,Error
6/19/2025 15:55,casino,Greyhounds,2,5,MILO DAVIS,CASH,Fixed Win,BetRight,4.8,Error
6/19/2025 15:45,tamworth,Harness,5,5,JUNGLE JIVE,CASH,Fixed Win,TAB,21,Success
6/19/2025 15:42,tamworth,Harness,5,1,KILLARA SHOGUN,CASH,Fixed Win,TAB,23,Error
6/19/2025 15:42,tamworth,Harness,5,1,KILLARA SHOGUN,CASH,Fixed Win,Dabble,23,Error
6/19/2025 15:42,tamworth,Harness,5,1,KILLARA SHOGUN,CASH,Fixed Win,Betr,26,Error
6/19/2025 15:37,richmond,Greyhounds,10,4,TARAWI TANK,CASH,Fixed Win,Tabtouch,1.7,Success
6/19/2025 15:37,richmond,Greyhounds,10,4,TARAWI TANK,CASH,Fixed Win,TAB,1.7,Success
6/19/2025 15:37,richmond,Greyhounds,10,4,TARAWI TANK,CASH,Fixed Win,Sportsbet,1.7,Success
6/19/2025 15:37,richmond,Greyhounds,10,4,TARAWI TANK,CASH,Fixed Win,Dabble,1.7,Success
6/19/2025 15:37,richmond,Greyhounds,10,4,TARAWI TANK,CASH,Fixed Win,BetRight,1.7,Success
6/19/2025 15:37,richmond,Greyhounds,10,4,TARAWI TANK,CASH,Fixed Win,Betr,1.7,Success
6/19/2025 15:34,casino,Greyhounds,1,4,IRON RIVER,CASH,Fixed Win,BetRight,6.25,Error
6/19/2025 15:33,casino,Greyhounds,1,4,IRON RIVER,CASH,Fixed Win,Tabtouch,9,Success
6/19/2025 15:33,casino,Greyhounds,1,4,IRON RIVER,CASH,Fixed Win,TAB,8.5,Error
6/19/2025 15:33,casino,Greyhounds,1,4,IRON RIVER,CASH,Fixed Win,Sportsbet,8,Error
6/19/2025 15:33,casino,Greyhounds,1,4,IRON RIVER,CASH,Fixed Win,Dabble,9,Success
6/19/2025 15:33,casino,Greyhounds,1,4,IRON RIVER,CASH,Fixed Win,Betr,9,Success
6/19/2025 15:28,redcliffe,Harness,4,8,MAJOR GENERALJUJON,CASH,Fixed Win,TAB,10,Error
6/19/2025 15:28,redcliffe,Harness,4,6,TREACHEROUS GABBY,CASH,Fixed Win,TAB,15,Error
6/19/2025 15:28,redcliffe,Harness,4,6,TREACHEROUS GABBY,CASH,Fixed Win,BetRight,15,Error
6/19/2025 15:28,redcliffe,Harness,4,6,TREACHEROUS GABBY,CASH,Fixed Win,Betr,15,Error
6/19/2025 15:21,redcliffe,Harness,4,8,MAJOR GENERALJUJON,CASH,Fixed Win,Sportsbet,12,Success
6/19/2025 15:21,redcliffe,Harness,4,8,MAJOR GENERALJUJON,CASH,Fixed Win,Dabble,12,Success
6/19/2025 15:21,redcliffe,Harness,4,8,MAJOR GENERALJUJON,CASH,Fixed Win,Betr,12,Success
6/19/2025 15:19,warragul,Greyhounds,4,7,DAINTREE PEARL,CASH,Fixed Win,TAB,4.4,Success
6/19/2025 15:19,warragul,Greyhounds,4,7,DAINTREE PEARL,CASH,Fixed Win,Sportsbet,4.2,Error
6/19/2025 15:19,warragul,Greyhounds,4,7,DAINTREE PEARL,CASH,Fixed Win,BetRight,4.4,Error
6/19/2025 15:19,warragul,Greyhounds,4,7,DAINTREE PEARL,CASH,Fixed Win,Betr,4.4,Success
6/19/2025 15:19,redcliffe,Harness,4,4,MISS SERENDIPITY,CASH,Fixed Win,TAB,10,Success
6/19/2025 15:19,redcliffe,Harness,4,4,MISS SERENDIPITY,CASH,Fixed Win,Sportsbet,10,Success
6/19/2025 15:19,redcliffe,Harness,4,4,MISS SERENDIPITY,CASH,Fixed Win,Betr,10,Success
6/19/2025 15:19,redcliffe,Harness,4,4,MISS SERENDIPITY,CASH,Fixed Win,Dabble,10,Success
6/19/2025 15:04,warragul,Greyhounds,3,2,CATCH A CUTIE,CASH,Fixed Win,BetRight,3,Error
6/19/2025 15:02,tamworth,Harness,4,1,MY ROCK MOVES,CASH,Fixed Win,Tabtouch,1.4,Error
6/19/2025 15:02,tamworth,Harness,4,1,MY ROCK MOVES,CASH,Fixed Win,Sportsbet,2.1,Success
6/19/2025 15:02,tamworth,Harness,4,1,MY ROCK MOVES,CASH,Fixed Win,Dabble,2.05,Error
6/19/2025 14:49,redcliffe,Harness,3,7,VINNIE NITRO,CASH,Fixed Win,TAB,34,Error
6/19/2025 14:46,warragul,Greyhounds,2,7,YORKSHIRE GIRL,CASH,Fixed Win,Sportsbet,6,Success
6/19/2025 14:46,warragul,Greyhounds,2,7,YORKSHIRE GIRL,CASH,Fixed Win,Tabtouch,6,Success
6/19/2025 14:46,warragul,Greyhounds,2,7,YORKSHIRE GIRL,CASH,Fixed Win,TAB,6,Success
6/19/2025 14:46,warragul,Greyhounds,2,7,YORKSHIRE GIRL,CASH,Fixed Win,Dabble,6,Success
6/19/2025 14:45,warragul,Greyhounds,2,1,WOODSIDE FOX,CASH,Fixed Win,BetRight,26,Error
6/19/2025 14:32,tamworth,Harness,3,1,SONOFABET,CASH,Fixed Win,TAB,9.5,Error
6/19/2025 14:32,tamworth,Harness,3,1,SONOFABET,CASH,Fixed Win,Sportsbet,9,Error
6/19/2025 14:32,tamworth,Harness,3,1,SONOFABET,CASH,Fixed Win,Dabble,8,Error
6/19/2025 14:32,tamworth,Harness,3,1,SONOFABET,CASH,Fixed Win,Betr,8,Error
6/19/2025 14:31,tamworth,Harness,3,2,ROLAMAX,CASH,Fixed Win,Sportsbet,4.4,Error
6/19/2025 14:31,tamworth,Harness,3,2,ROLAMAX,CASH,Fixed Win,Betr,4.4,Error
6/19/2025 14:30,tamworth,Harness,3,8,LOOKAT MEE,CASH,Fixed Win,BetRight,8.5,Error
6/19/2025 14:30,tamworth,Harness,3,2,ROLAMAX,CASH,Fixed Win,TAB,4.6,Error
6/19/2025 14:29,tamworth,Harness,3,4,UNCLE GREGORY,CASH,Fixed Win,Sportsbet,11,Error
6/19/2025 14:29,tamworth,Harness,3,4,UNCLE GREGORY,CASH,Fixed Win,TAB,12,Error
6/19/2025 14:29,tamworth,Harness,3,4,UNCLE GREGORY,CASH,Fixed Win,Dabble,12,Error
6/19/2025 14:29,warragul,Greyhounds,1,2,MYRIAD,CASH,Fixed Win,Sportsbet,14,Error
6/19/2025 14:29,warragul,Greyhounds,1,2,MYRIAD,CASH,Fixed Win,Tabtouch,16,Success
6/19/2025 14:29,warragul,Greyhounds,1,2,MYRIAD,CASH,Fixed Win,TAB,14,Error
6/19/2025 14:29,warragul,Greyhounds,1,2,MYRIAD,CASH,Fixed Win,Dabble,16,Success
6/19/2025 14:28,warragul,Greyhounds,1,2,MYRIAD,CASH,Fixed Win,Betr,16,Success
6/19/2025 14:27,warragul,Greyhounds,1,3,JUMBUK MAHMOOD,CASH,Fixed Win,TAB,2.2,Success
6/19/2025 14:14,redcliffe,Harness,2,1,SWIFTIE,CASH,Fixed Win,BetRight,2.8,Success
6/19/2025 14:14,redcliffe,Harness,2,1,SWIFTIE,CASH,Fixed Win,Tabtouch,2.7,Error
6/19/2025 14:14,redcliffe,Harness,2,1,SWIFTIE,CASH,Fixed Win,Sportsbet,2.7,Error
6/19/2025 14:13,redcliffe,Harness,2,2,GAMEOVA,CASH,Fixed Win,Betr,21,Error
6/19/2025 14:13,redcliffe,Harness,2,2,GAMEOVA,CASH,Fixed Win,BetRight,23,Success
6/19/2025 13:21,q1 lakeside,Greyhounds,4,6,FLYING JILLIBY,CASH,Fixed Win,TAB,19,Error
6/19/2025 13:21,q1 lakeside,Greyhounds,4,2,WHISKEY POWER,CASH,Fixed Win,TAB,15,Error
6/18/2025 21:51,taree,Greyhounds,9,3,PARK KEY PAW,CASH,Fixed Win,BetRight,12,Error
6/18/2025 21:43,the meadows,Greyhounds,10,8,HANDSOME RATIO,CASH,Fixed Win,Tabtouch,3.8,Error
6/18/2025 21:43,the meadows,Greyhounds,10,8,HANDSOME RATIO,CASH,Fixed Win,TAB,3.8,Error
6/18/2025 21:43,the meadows,Greyhounds,10,8,HANDSOME RATIO,CASH,Fixed Win,BetRight,3.7,Error
6/18/2025 21:43,the meadows,Greyhounds,10,8,HANDSOME RATIO,CASH,Fixed Win,Betr,3.8,Error
6/18/2025 21:35,ballarat,Greyhounds,11,8,TRADING HALT,CASH,Fixed Win,TAB,2.4,Error
6/18/2025 21:33,taree,Greyhounds,8,7,ANNIKA ROSE,CASH,Fixed Win,Tabtouch,21,Error
6/18/2025 21:33,taree,Greyhounds,8,7,ANNIKA ROSE,CASH,Fixed Win,TAB,23,Error
6/18/2025 21:33,taree,Greyhounds,8,7,ANNIKA ROSE,CASH,Fixed Win,Sportsbet,19,Error
6/18/2025 21:32,taree,Greyhounds,8,7,ANNIKA ROSE,CASH,Fixed Win,BetRight,23,Error
6/18/2025 21:32,taree,Greyhounds,8,7,ANNIKA ROSE,CASH,Fixed Win,Betr,26,Success
6/18/2025 21:20,cannington,Greyhounds,4,3,RED NED GUNDI,CASH,Fixed Win,BetRight,3.6,Error
6/18/2025 21:14,taree,Greyhounds,7,3,LAST SHOT RIPPER,CASH,Fixed Win,TAB,7,Error
6/18/2025 21:13,taree,Greyhounds,7,3,LAST SHOT RIPPER,CASH,Fixed Win,Betr,7.5,Error
6/18/2025 21:13,taree,Greyhounds,7,6,VICIOUS BOY,CASH,Fixed Win,BetRight,11,Error
6/18/2025 21:12,rockhampton,Greyhounds,8,5,FARMOR CASUAL,CASH,Fixed Win,TAB,2.25,Error
6/18/2025 21:12,rockhampton,Greyhounds,8,5,FARMOR CASUAL,CASH,Fixed Win,BetRight,2.25,Error
6/18/2025 21:07,the meadows,Greyhounds,8,7,HOLDEN BALE,CASH,Fixed Win,BetRight,2.5,Error
6/18/2025 21:02,the meadows,Greyhounds,8,7,HOLDEN BALE,CASH,Fixed Win,Tabtouch,2.9,Error
6/18/2025 21:02,the meadows,Greyhounds,8,7,HOLDEN BALE,CASH,Fixed Win,TAB,2.9,Success
6/18/2025 21:01,the meadows,Greyhounds,8,7,HOLDEN BALE,CASH,Fixed Win,Betr,2.9,Success
6/18/2025 20:59,the meadows,Greyhounds,8,4,GARRY STUN ON,CASH,Fixed Win,BetRight,61,Error
6/18/2025 20:56,the meadows,Greyhounds,8,7,HOLDEN BALE,CASH,Fixed Win,Sportsbet,3,Success
6/18/2025 20:45,redcliffe,Harness,8,7,SHEROCKSMYWORLD,CASH,Fixed Win,Tabtouch,61,Error
6/18/2025 20:44,the meadows,Greyhounds,7,6,PRINCE PIERRE,CASH,Fixed Win,TAB,19,Error
6/18/2025 20:43,redcliffe,Harness,8,7,SHEROCKSMYWORLD,CASH,Fixed Win,TAB,51,Error
6/18/2025 20:43,redcliffe,Harness,8,7,SHEROCKSMYWORLD,CASH,Fixed Win,Betr,34,Error
6/18/2025 20:37,cannington,Greyhounds,2,2,WEST ON ARIEL,CASH,Fixed Win,TAB,3.5,Error
6/18/2025 20:24,bendigo,Harness,7,4,FULLOFFIGHT NZ,CASH,Fixed Win,Tabtouch,4,Error
6/18/2025 20:23,bendigo,Harness,7,2,NEVS DREAM,CASH,Fixed Win,TAB,34,Error
6/18/2025 20:23,bendigo,Harness,7,2,NEVS DREAM,CASH,Fixed Win,Betr,41,Error
6/18/2025 20:22,bendigo,Harness,7,2,NEVS DREAM,CASH,Fixed Win,Sportsbet,41,Error
6/18/2025 20:21,cannington,Greyhounds,1,5,COCO'S STAR,CASH,Fixed Win,Tabtouch,13,Error
6/18/2025 20:21,cannington,Greyhounds,1,5,COCO'S STAR,CASH,Fixed Win,TAB,16,Error
6/18/2025 20:21,cannington,Greyhounds,1,3,SEND IT COCO,CASH,Fixed Win,Tabtouch,8.5,Error
6/18/2025 20:20,cannington,Greyhounds,1,3,SEND IT COCO,CASH,Fixed Win,TAB,9,Error
6/18/2025 20:20,cannington,Greyhounds,1,3,SEND IT COCO,CASH,Fixed Win,Betr,9,Error
6/18/2025 20:15,bendigo,Harness,7,4,FULLOFFIGHT NZ,CASH,Fixed Win,TAB,4.4,Error
6/18/2025 20:15,bendigo,Harness,7,4,FULLOFFIGHT NZ,CASH,Fixed Win,Sportsbet,4.6,Error
6/18/2025 20:15,bendigo,Harness,7,4,FULLOFFIGHT NZ,CASH,Fixed Win,Betr,4.8,Success
6/18/2025 20:03,rockhampton,Greyhounds,5,4,VENETIAN BLUE,CASH,Fixed Win,Tabtouch,4.6,Error
6/18/2025 20:03,rockhampton,Greyhounds,5,4,VENETIAN BLUE,CASH,Fixed Win,TAB,6,Error
6/18/2025 20:03,rockhampton,Greyhounds,5,4,VENETIAN BLUE,CASH,Fixed Win,Sportsbet,6,Success
6/18/2025 20:03,rockhampton,Greyhounds,5,4,VENETIAN BLUE,CASH,Fixed Win,Betr,6,Success
6/18/2025 20:00,rockhampton,Greyhounds,5,5,SCOOP THE LOOT,CASH,Fixed Win,Tabtouch,17,Error
6/18/2025 20:00,rockhampton,Greyhounds,5,5,SCOOP THE LOOT,CASH,Fixed Win,TAB,17,Error
6/18/2025 20:00,rockhampton,Greyhounds,5,5,SCOOP THE LOOT,CASH,Fixed Win,Sportsbet,17,Error
6/18/2025 20:00,rockhampton,Greyhounds,5,5,SCOOP THE LOOT,CASH,Fixed Win,BetRight,19,Error
6/18/2025 20:00,rockhampton,Greyhounds,5,5,SCOOP THE LOOT,CASH,Fixed Win,Betr,21,Error
6/18/2025 19:56,bendigo,Harness,6,2,JUST LIKE NUGGET,CASH,Fixed Win,TAB,5,Error
6/18/2025 19:53,ballarat,Greyhounds,6,4,MAGNUM RIOT,CASH,Fixed Win,TAB,1.33,Error
6/18/2025 19:53,ballarat,Greyhounds,6,4,MAGNUM RIOT,CASH,Fixed Win,BetRight,1.55,Success
6/18/2025 19:52,bendigo,Harness,6,7,NORMY,CASH,Fixed Win,TAB,13,Success
6/18/2025 19:51,bendigo,Harness,6,7,NORMY,CASH,Fixed Win,Sportsbet,14,Success
6/18/2025 19:51,bendigo,Harness,6,7,NORMY,CASH,Fixed Win,Betr,14,Success
6/18/2025 19:49,taree,Greyhounds,3,7,BLUE TIARA,CASH,Fixed Win,BetRight,23,Error
6/18/2025 19:49,taree,Greyhounds,3,5,NANGAR PRUE,CASH,Fixed Win,Tabtouch,15,Error
6/18/2025 19:49,taree,Greyhounds,3,5,NANGAR PRUE,CASH,Fixed Win,Sportsbet,17,Error
6/18/2025 19:48,taree,Greyhounds,3,5,NANGAR PRUE,CASH,Fixed Win,Betr,17,Error
6/18/2025 19:48,taree,Greyhounds,3,5,NANGAR PRUE,CASH,Fixed Win,TAB,21,Error
6/18/2025 19:48,taree,Greyhounds,3,5,NANGAR PRUE,CASH,Fixed Win,BetRight,21,Error
6/18/2025 19:46,taree,Greyhounds,3,2,TYPHOON DOT,CASH,Fixed Win,Tabtouch,3.5,Error
6/18/2025 19:46,taree,Greyhounds,3,2,TYPHOON DOT,CASH,Fixed Win,TAB,3.5,Error
6/18/2025 19:46,taree,Greyhounds,3,2,TYPHOON DOT,CASH,Fixed Win,Betr,3.6,Error
6/18/2025 19:45,taree,Greyhounds,3,2,TYPHOON DOT,CASH,Fixed Win,BetRight,3.9,Error
6/18/2025 19:44,redcliffe,Harness,6,3,MATAI REACTOR,CASH,Fixed Win,Sportsbet,7.5,Error
6/18/2025 19:43,redcliffe,Harness,6,5,TYPHOON TORQUE,CASH,Fixed Win,BetRight,51,Success
6/18/2025 19:43,redcliffe,Harness,6,9,EBONY BELLE,CASH,Fixed Win,Tabtouch,8.5,Error
6/18/2025 19:42,redcliffe,Harness,6,9,EBONY BELLE,CASH,Fixed Win,TAB,10,Error
6/18/2025 19:42,redcliffe,Harness,6,9,EBONY BELLE,CASH,Fixed Win,Sportsbet,10,Error
6/18/2025 19:42,redcliffe,Harness,6,9,EBONY BELLE,CASH,Fixed Win,BetRight,9.5,Error
6/18/2025 19:42,redcliffe,Harness,6,9,EBONY BELLE,CASH,Fixed Win,Betr,11,Success
6/18/2025 19:41,redcliffe,Harness,6,3,MATAI REACTOR,CASH,Fixed Win,TAB,11,Success
6/18/2025 19:41,redcliffe,Harness,6,3,MATAI REACTOR,CASH,Fixed Win,Betr,11,Error
6/18/2025 19:41,richmond,Greyhounds,3,2,DANCE THE NIGHT,CASH,Fixed Win,TAB,31,Error
6/18/2025 19:40,redcliffe,Harness,6,3,MATAI REACTOR,CASH,Fixed Win,BetRight,12,Success
6/18/2025 19:25,the meadows,Greyhounds,3,3,CHARLESTOWN,CASH,Fixed Win,Sportsbet,31,Success
6/18/2025 19:24,the meadows,Greyhounds,3,3,CHARLESTOWN,CASH,Fixed Win,Tabtouch,31,Error
6/18/2025 19:24,the meadows,Greyhounds,3,3,CHARLESTOWN,CASH,Fixed Win,TAB,31,Error
6/18/2025 19:23,the meadows,Greyhounds,3,3,CHARLESTOWN,CASH,Fixed Win,Betr,34,Error
6/18/2025 19:23,bendigo,Harness,5,5,TWISTED BLISS,CASH,Fixed Win,Tabtouch,14,Error
6/18/2025 19:23,bendigo,Harness,5,5,TWISTED BLISS,CASH,Fixed Win,TAB,15,Error
6/18/2025 19:23,bendigo,Harness,5,5,TWISTED BLISS,CASH,Fixed Win,Sportsbet,16,Error
6/18/2025 19:23,bendigo,Harness,5,5,TWISTED BLISS,CASH,Fixed Win,BetRight,12,Error
6/18/2025 19:23,bendigo,Harness,5,5,TWISTED BLISS,CASH,Fixed Win,Betr,16,Error
6/18/2025 19:22,bendigo,Harness,5,4,HARRYHOO,CASH,Fixed Win,Betr,10,Error
6/18/2025 19:22,richmond,Greyhounds,2,2,MAJESTIC STATUS,CASH,Fixed Win,TAB,9,Error
6/18/2025 19:22,bendigo,Harness,5,4,HARRYHOO,CASH,Fixed Win,Sportsbet,10,Error
6/18/2025 19:22,richmond,Greyhounds,2,8,ERINA FLASH,CASH,Fixed Win,Tabtouch,14,Error
6/18/2025 19:21,richmond,Greyhounds,2,8,ERINA FLASH,CASH,Fixed Win,TAB,14,Success
6/18/2025 19:21,richmond,Greyhounds,2,8,ERINA FLASH,CASH,Fixed Win,Betr,14,Error
6/18/2025 19:21,bendigo,Harness,5,4,HARRYHOO,CASH,Fixed Win,TAB,9,Error
6/18/2025 19:16,redcliffe,Harness,5,1,CONNIES SPIRIT,CASH,Fixed Win,BetRight,7.5,Error
6/18/2025 19:15,redcliffe,Harness,5,3,MISTER DELWIN,CASH,Fixed Win,Sportsbet,5,Error
6/18/2025 19:15,redcliffe,Harness,5,3,MISTER DELWIN,CASH,Fixed Win,Betr,5.5,Success
6/18/2025 19:14,redcliffe,Harness,5,3,MISTER DELWIN,CASH,Fixed Win,BetRight,5.25,Error
6/18/2025 19:14,redcliffe,Harness,5,3,MISTER DELWIN,CASH,Fixed Win,TAB,5.5,Error
